Customer_ID,Gender,Customer_Type,Age,Type_of_Travel,Class,Flight_Distance
53193,Female,Loyal,80,Personal,Economy Plus,174
53199,Female,Loyal,8,Personal,Economy,4752
53205,Female,Loyal,44,Business,Economy Plus,2226
53208,Male,Loyal,57,Personal,Economy,4688
53209,Female,Disloyal,76,Personal,Business,2895
53212,Female,Disloyal,61,Personal,Economy,3011
53214,Male,Loyal,61,Business,Business,85
53217,Female,Loyal,38,Business,Economy,61
53222,Female,Loyal,48,Personal,Business,2977
53245,Female,Loyal,50,Personal,Economy,2037
53246,Male,Loyal,62,Personal,Economy,3543
53258,Male,Loyal,78,Business,Economy,829
53261,Female,Disloyal,81,Business,Economy,3176
53264,Female,Loyal,73,Personal,Business,657
53276,Male,Loyal,11,Personal,Business,1123
53278,Male,Loyal,66,Personal,Economy,2083
53286,Male,Disloyal,37,Personal,Economy,2708
53288,Female,Loyal,8,Business,Economy Plus,1773
53289,Female,Loyal,83,Business,Economy,4542
53292,Male,Loyal,34,Business,Economy Plus,2012
53294,Female,Loyal,39,Personal,Business,968
53303,Female,Loyal,52,Personal,Economy,1238
53307,Female,Loyal,41,Business,Economy,3923
53314,Male,Disloyal,34,Business,Economy Plus,1644
53317,Male,Loyal,53,Personal,Economy Plus,507
53328,Male,Disloyal,29,Personal,Economy,3311
53339,Male,Loyal,23,Personal,Economy,3858
53343,Female,Loyal,19,Business,Economy,729
53345,Male,Loyal,13,Personal,Economy,3419
53351,Male,Loyal,77,Personal,Economy Plus,170
53354,Female,Loyal,60,Business,Economy,1443
53357,Male,Loyal,58,Business,Economy,2623
53361,Male,Loyal,21,Personal,Economy,1364
53367,Male,Disloyal,25,Personal,Business,2634
53372,Female,Loyal,33,Personal,Economy,4331
53384,Male,Loyal,51,Personal,Economy,4008
53389,Male,Disloyal,30,Personal,Economy Plus,2414
53398,Male,Disloyal,61,Personal,Economy Plus,3531
53403,Female,Disloyal,10,Business,Economy,1655
53406,Male,Loyal,43,Personal,Economy Plus,4024
53407,Female,Loyal,39,Business,Economy,1399
53415,Female,Loyal,80,Personal,Economy,2372
53418,Male,Loyal,49,Business,Economy,2761
53420,Male,Loyal,74,Business,Economy,1623
53434,Female,Loyal,34,Personal,Economy Plus,4641
53440,Female,Loyal,58,Personal,Business,3641
53443,Female,Loyal,67,Personal,Economy,3020
53446,Male,Disloyal,62,Personal,Economy,1063
53450,Female,Loyal,7,Personal,Economy Plus,4760
53455,Female,Loyal,27,Personal,Economy,4057
53460,Male,Loyal,43,Personal,Business,2274
53461,Male,Loyal,75,Business,Business,4184
53482,Male,Disloyal,42,Personal,Business,1435
53487,Male,Disloyal,12,Personal,Economy,1139
53495,Male,Disloyal,57,Business,Economy Plus,4489
53496,Male,Loyal,25,Personal,Economy,2993
53497,Male,Loyal,23,Business,Business,990
53506,Male,Loyal,44,Personal,Economy,1540
53524,Male,Loyal,20,Personal,Economy,1839
53529,Male,Loyal,59,Business,Economy,1694
53532,Male,Loyal,57,Personal,Economy Plus,3671
53536,Male,Loyal,59,Personal,Economy,331
53556,Female,Loyal,21,Personal,Economy,4606
53560,Female,Loyal,18,Business,Business,2026
53563,Female,Disloyal,78,Business,Economy Plus,989
53565,Male,Loyal,80,Personal,Economy,1633
53569,Male,Loyal,54,Business,Economy Plus,2900
53579,Female,Loyal,45,Business,Economy Plus,3737
53582,Female,Loyal,33,Business,Economy,3918
53584,Female,Disloyal,17,Personal,Economy,1576
53585,Male,Loyal,29,Personal,Business,3575
53587,Male,Loyal,35,Business,Economy Plus,2845
53600,Male,Disloyal,12,Personal,Economy Plus,1352
53601,Female,Disloyal,40,Personal,Economy,4870
53605,Male,Loyal,15,Business,Economy,4622
53606,Male,Loyal,9,Business,Economy,4968
53610,Female,Loyal,8,Personal,Economy,3648
53613,Male,Disloyal,42,Personal,Economy,1943
53625,Male,Loyal,15,Business,Economy,1289
53627,Female,Loyal,48,Personal,Business,4261
53628,Male,Loyal,44,Personal,Economy,3860
53629,Male,Loyal,30,Personal,Economy,4558
53631,Male,Disloyal,67,Personal,Economy,2446
53632,Male,Disloyal,19,Personal,Business,2383
53633,Male,Loyal,42,Personal,Economy,1078
53637,Male,Loyal,14,Personal,Business,3443
53647,Male,Loyal,72,Personal,Economy,2856
53648,Female,Disloyal,45,Business,Business,59
53657,Male,Loyal,19,Personal,Business,1322
53658,Female,Loyal,82,Personal,Economy,196
53659,Female,Loyal,49,Business,Economy Plus,3218
53663,Male,Disloyal,38,Business,Economy,2142
53674,Female,Loyal,85,Personal,Economy,124
53675,Male,Loyal,33,Personal,Economy,875
53679,Male,Loyal,29,Personal,Economy,4604
53682,Male,Disloyal,12,Personal,Business,3567
53688,Female,Loyal,40,Personal,Economy,3306
53703,Female,Loyal,79,Personal,Economy Plus,1042
53707,Male,Loyal,15,Personal,Economy Plus,1205
53708,Female,Loyal,13,Personal,Economy,4584
53712,Male,Loyal,30,Personal,Economy,1941
53719,Male,Loyal,50,Business,Economy,3719
53721,Male,Loyal,41,Personal,Economy,4574
53724,Male,Loyal,58,Personal,Economy,859
53725,Female,Loyal,50,Business,Economy Plus,4973
53730,Female,Disloyal,34,Business,Economy,3929
53735,Male,Loyal,79,Personal,Economy Plus,4055
53748,Male,Loyal,12,Personal,Economy,4453
53750,Female,Loyal,36,Personal,Economy,1296
53751,Male,Loyal,60,Business,Economy,2332
53768,Male,Loyal,57,Personal,Business,2547
53769,Female,Disloyal,7,Personal,Economy,1012
53773,Male,Disloyal,58,Personal,Economy Plus,854
53776,Female,Disloyal,69,Business,Economy,1186
53777,Female,Loyal,53,Personal,Business,2852
53783,Male,Loyal,46,Personal,Economy,2860
53793,Male,Loyal,59,Business,Economy,1684
53794,Male,Disloyal,17,Personal,Economy Plus,442
53800,Male,Loyal,69,Personal,Economy,4712
53804,Male,Loyal,53,Personal,Business,3439
53809,Female,Disloyal,36,Business,Economy,69
53815,Male,Loyal,55,Business,Economy,3954
53819,Male,Loyal,68,Business,Economy Plus,4933
53822,Male,Loyal,17,Personal,Economy,3239
53827,Female,Loyal,84,Business,Business,4978
53841,Female,Loyal,59,Business,Economy Plus,4689
53842,Female,Disloyal,18,Personal,Economy,4266
53844,Male,Loyal,20,Personal,Business,598
53855,Male,Disloyal,70,Personal,Economy,3047
53856,Female,Loyal,32,Personal,Economy Plus,4451
53857,Male,Loyal,10,Personal,Economy,1555
53860,Male,Loyal,61,Personal,Economy,2074
53865,Male,Loyal,48,Personal,Economy Plus,2077
53866,Female,Loyal,75,Personal,Economy Plus,1639
53873,Male,Loyal,75,Personal,Economy,3786
53879,Female,Loyal,59,Personal,Economy Plus,3974
53881,Male,Loyal,70,Personal,Business,3325
53883,Male,Loyal,60,Personal,Economy,2242
53884,Female,Loyal,51,Personal,Economy,1605
53885,Female,Loyal,68,Personal,Economy,3507
53888,Male,Loyal,81,Personal,Business,4323
53892,Male,Loyal,45,Personal,Economy,4801
53893,Male,Disloyal,45,Personal,Economy Plus,2148
53896,Male,Loyal,32,Business,Economy,2092
53901,Male,Loyal,53,Personal,Economy,1151
53907,Male,Loyal,76,Business,Economy,4543
53911,Male,Loyal,13,Personal,Economy,4195
53913,Male,Loyal,12,Business,Business,1200
53919,Female,Disloyal,57,Personal,Economy,2664
53921,Female,Loyal,48,Business,Business,260
53927,Male,Loyal,43,Personal,Economy,3078
53932,Female,Disloyal,22,Business,Economy Plus,3465
53948,Male,Disloyal,73,Business,Economy Plus,3736
53949,Female,Loyal,48,Personal,Economy Plus,109
53951,Female,Loyal,72,Personal,Economy,1624
53954,Male,Loyal,14,Personal,Economy,2778
53955,Female,Loyal,19,Business,Economy,2825
53956,Female,Loyal,8,Personal,Economy,731
53960,Female,Disloyal,9,Personal,Economy,1654
53974,Female,Loyal,28,Business,Economy,2156
53977,Male,Loyal,21,Personal,Economy Plus,3577
53978,Male,Loyal,19,Business,Economy Plus,1119
53982,Male,Loyal,14,Business,Economy,3403
53986,Female,Loyal,82,Business,Economy Plus,3621
53992,Female,Loyal,14,Business,Economy,4604
53996,Male,Loyal,67,Personal,Economy,413
54007,Female,Loyal,11,Business,Economy,4270
54013,Male,Loyal,80,Business,Economy Plus,49
54016,Female,Loyal,10,Personal,Economy,4245
54017,Male,Loyal,19,Personal,Economy,207
54026,Male,Loyal,39,Personal,Business,3650
54027,Female,Loyal,53,Personal,Economy,4337
54038,Male,Loyal,55,Business,Economy,3842
54046,Male,Loyal,26,Personal,Economy,4133
54050,Male,Disloyal,26,Personal,Economy,4473
54054,Female,Loyal,80,Personal,Economy,1482
54056,Male,Disloyal,61,Personal,Economy Plus,4763
54060,Male,Loyal,43,Personal,Economy Plus,315
54064,Female,Disloyal,64,Personal,Economy,2264
54073,Female,Disloyal,29,Personal,Economy,1192
54084,Male,Loyal,42,Personal,Economy Plus,157
54087,Male,Loyal,52,Personal,Economy Plus,4075
54092,Female,Loyal,71,Personal,Business,998
54094,Male,Loyal,26,Personal,Economy,2006
54099,Female,Loyal,30,Business,Business,75
54100,Male,Disloyal,42,Personal,Economy,4828
54104,Male,Loyal,51,Personal,Economy Plus,4421
54110,Female,Loyal,13,Personal,Economy,804
54117,Male,Loyal,40,Business,Economy Plus,1158
54119,Male,Loyal,24,Personal,Business,2215
54121,Male,Loyal,17,Personal,Economy,2413
54125,Female,Loyal,43,Personal,Economy,4534
54126,Male,Loyal,33,Personal,Business,1023
54128,Female,Loyal,42,Personal,Economy,860
54144,Female,Loyal,19,Personal,Economy,3949
54148,Male,Loyal,39,Business,Economy Plus,3747
54151,Male,Loyal,65,Personal,Economy,1832
54153,Male,Disloyal,17,Personal,Economy,1810
54159,Male,Loyal,85,Business,Economy Plus,501
54161,Male,Disloyal,54,Personal,Economy Plus,4751
54163,Female,Loyal,73,Personal,Economy Plus,4588
54164,Female,Loyal,58,Personal,Business,4610
54165,Male,Loyal,49,Business,Business,2271
54171,Female,Disloyal,9,Personal,Economy,3485
54176,Female,Loyal,28,Personal,Economy,1950
54180,Male,Loyal,34,Business,Economy,938
54183,Female,Loyal,24,Personal,Economy Plus,2332
54186,Male,Loyal,66,Personal,Economy,462
54189,Female,Disloyal,29,Personal,Economy,1376
54197,Female,Disloyal,41,Business,Business,3690
54201,Male,Loyal,39,Personal,Business,3084
54205,Female,Loyal,12,Personal,Economy,1859
54209,Female,Loyal,73,Business,Economy Plus,1650
54211,Female,Disloyal,61,Business,Economy Plus,4214
54214,Male,Loyal,42,Personal,Economy Plus,290
54221,Male,Loyal,34,Business,Economy,3633
54227,Female,Disloyal,50,Personal,Economy,3783
54228,Male,Loyal,25,Personal,Economy,3077
54234,Female,Loyal,44,Personal,Economy,1633
54237,Male,Loyal,52,Personal,Economy,4808
54240,Male,Loyal,36,Business,Business,3518
54251,Female,Disloyal,19,Personal,Economy Plus,3614
54262,Male,Loyal,46,Business,Economy,3052
54265,Male,Loyal,9,Business,Business,2538
54279,Female,Disloyal,40,Business,Economy,2607
54284,Male,Loyal,69,Personal,Economy,4365
54288,Female,Loyal,10,Business,Economy Plus,3279
54297,Male,Loyal,51,Business,Economy,1667
54320,Female,Disloyal,65,Personal,Economy Plus,1094
54325,Male,Loyal,15,Personal,Economy,3670
54329,Male,Disloyal,82,Personal,Economy Plus,4381
54330,Female,Loyal,75,Personal,Business,2635
54331,Female,Loyal,62,Personal,Economy Plus,4154
54334,Male,Loyal,37,Personal,Economy Plus,4148
54338,Male,Disloyal,28,Personal,Economy,4607
54341,Male,Loyal,40,Personal,Economy Plus,3551
54344,Male,Disloyal,17,Personal,Economy Plus,1128
54356,Male,Disloyal,58,Business,Economy,3203
54364,Female,Loyal,38,Personal,Economy Plus,2640
54375,Male,Loyal,85,Personal,Economy,2068
54384,Male,Loyal,17,Business,Economy,4912
54385,Male,Disloyal,69,Business,Business,2567
54398,Male,Loyal,17,Business,Economy,3450
54404,Female,Loyal,63,Personal,Economy Plus,650
54405,Male,Loyal,52,Personal,Economy,3647
54412,Female,Loyal,33,Business,Economy,203
54416,Male,Loyal,48,Personal,Economy,239
54418,Female,Disloyal,38,Personal,Economy,4435
54420,Male,Loyal,17,Business,Economy,1732
54437,Male,Disloyal,59,Business,Economy,338
54438,Male,Loyal,83,Business,Economy,492
54440,Male,Disloyal,58,Business,Economy,1834
54444,Male,Loyal,70,Personal,Economy,3507
54457,Male,Loyal,7,Personal,Economy,3133
54459,Male,Disloyal,54,Business,Economy Plus,1482
54476,Female,Loyal,32,Business,Economy,761
54481,Male,Disloyal,49,Personal,Business,4867
54484,Female,Disloyal,13,Personal,Business,1068
54490,Female,Disloyal,24,Personal,Economy Plus,3671
54493,Female,Loyal,58,Business,Economy Plus,4549
54494,Female,Loyal,63,Business,Economy Plus,694
54496,Female,Loyal,41,Personal,Economy Plus,4460
54498,Male,Disloyal,43,Personal,Economy,2312
54500,Female,Loyal,64,Personal,Economy Plus,1997
54503,Female,Loyal,13,Personal,Business,1535
54505,Female,Loyal,42,Personal,Business,4135
54512,Male,Loyal,34,Personal,Economy Plus,2102
54515,Female,Disloyal,14,Personal,Economy,1437
54516,Male,Disloyal,30,Business,Economy,344
54521,Female,Loyal,75,Personal,Economy,1437
54532,Male,Loyal,54,Personal,Economy Plus,2620
54547,Male,Loyal,9,Business,Economy,3748
54552,Female,Disloyal,80,Business,Economy Plus,3642
54558,Male,Loyal,53,Personal,Economy Plus,4869
54561,Male,Loyal,21,Personal,Economy,3644
54563,Male,Loyal,61,Personal,Economy,2196
54564,Female,Disloyal,36,Personal,Economy,3248
54569,Male,Loyal,79,Personal,Economy,4794
54570,Male,Loyal,80,Personal,Economy Plus,4781
54586,Male,Disloyal,23,Personal,Economy,1660
54587,Male,Loyal,38,Business,Economy,740
54588,Female,Loyal,40,Business,Business,787
54592,Female,Loyal,69,Personal,Economy,4261
54595,Female,Loyal,82,Personal,Economy,1908
54600,Male,Loyal,42,Personal,Business,1321
54602,Female,Loyal,82,Business,Economy,2413
54605,Male,Loyal,63,Personal,Economy,3515
54612,Female,Loyal,85,Personal,Economy Plus,2872
54616,Female,Loyal,62,Personal,Economy Plus,58
54624,Female,Loyal,34,Personal,Business,3725
54628,Male,Loyal,52,Personal,Economy Plus,586
54633,Male,Disloyal,24,Personal,Economy,771
54641,Male,Loyal,10,Personal,Economy,657
54643,Male,Disloyal,40,Personal,Economy,90
54644,Female,Loyal,35,Personal,Business,3971
54647,Female,Loyal,11,Business,Economy,3498
54662,Male,Loyal,14,Personal,Business,676
54667,Male,Loyal,16,Personal,Economy,877
54677,Male,Loyal,36,Personal,Business,2335
54678,Male,Loyal,47,Personal,Economy,4351
54682,Female,Disloyal,64,Personal,Business,2363
54702,Female,Loyal,71,Personal,Economy,2828
54707,Male,Disloyal,25,Personal,Economy,2459
54710,Male,Loyal,17,Personal,Economy,4771
54714,Female,Loyal,31,Business,Economy,264
54721,Male,Loyal,14,Personal,Economy Plus,810
54726,Female,Loyal,16,Personal,Economy,652
54730,Female,Loyal,39,Personal,Business,414
54745,Female,Disloyal,21,Personal,Economy,2913
54756,Female,Loyal,39,Personal,Business,81
54766,Female,Loyal,80,Business,Economy Plus,3399
54772,Male,Disloyal,66,Personal,Economy,2041
54777,Female,Disloyal,33,Personal,Business,2784
54780,Male,Disloyal,47,Personal,Economy,457
54791,Female,Loyal,55,Personal,Economy,4627
54795,Male,Loyal,15,Personal,Economy,2038
54809,Male,Loyal,83,Business,Economy,3416
54816,Female,Loyal,53,Business,Economy Plus,4638
54817,Female,Loyal,8,Personal,Business,354
54822,Female,Loyal,11,Personal,Economy,3680
54829,Male,Loyal,28,Business,Economy,3383
54834,Female,Disloyal,23,Personal,Economy,3786
54838,Male,Disloyal,40,Business,Economy Plus,3154
54841,Female,Loyal,59,Personal,Economy,3788
54846,Female,Loyal,48,Business,Economy,4225
54848,Male,Disloyal,26,Personal,Business,388
54850,Male,Disloyal,14,Business,Economy Plus,140
54866,Female,Loyal,19,Personal,Economy,1665
54873,Female,Loyal,34,Personal,Economy,57
54874,Female,Loyal,52,Business,Economy Plus,3926
54877,Male,Disloyal,75,Personal,Economy,2150
54879,Male,Disloyal,76,Business,Economy,1252
54881,Female,Disloyal,83,Personal,Economy Plus,1550
54882,Female,Loyal,75,Personal,Economy,3345
54887,Male,Loyal,43,Personal,Economy,2045
54888,Male,Loyal,52,Personal,Economy,4117
54911,Male,Disloyal,19,Personal,Economy,3384
54913,Female,Loyal,12,Personal,Economy,3144
54920,Female,Loyal,70,Business,Economy Plus,1204
54926,Female,Disloyal,48,Personal,Economy,2186
54928,Male,Loyal,37,Personal,Business,1208
54935,Female,Loyal,52,Personal,Economy Plus,1212
54942,Male,Loyal,82,Business,Business,3612
54945,Male,Loyal,28,Business,Economy,170
54954,Female,Loyal,21,Business,Economy Plus,2085
54955,Female,Loyal,56,Personal,Economy,3366
54960,Female,Disloyal,81,Business,Economy Plus,4747
54964,Female,Loyal,22,Personal,Economy,2801
54971,Male,Loyal,43,Business,Economy,3984
54972,Male,Loyal,82,Personal,Business,1737
54988,Male,Loyal,19,Business,Economy,1202
54992,Female,Loyal,58,Personal,Economy,519
55015,Male,Loyal,79,Business,Economy,3988
55021,Male,Loyal,33,Business,Economy Plus,2919
55025,Female,Disloyal,20,Personal,Economy Plus,330
55049,Female,Disloyal,39,Personal,Economy,528
55052,Male,Loyal,57,Business,Economy,1915
55070,Male,Disloyal,83,Personal,Economy,1051
55071,Female,Loyal,58,Business,Economy,799
55075,Male,Loyal,12,Business,Economy,4595
55084,Female,Loyal,65,Business,Business,2738
55093,Female,Loyal,57,Business,Business,1462
55098,Male,Disloyal,35,Personal,Economy,2589
55101,Male,Loyal,76,Personal,Economy,3360
55120,Male,Disloyal,57,Personal,Economy Plus,1142
55122,Female,Loyal,35,Business,Economy,2683
55124,Female,Loyal,58,Personal,Economy,2564
55127,Male,Loyal,16,Personal,Economy,4489
55130,Female,Disloyal,35,Personal,Economy,270
55132,Female,Loyal,51,Business,Economy Plus,1813
55135,Female,Loyal,24,Personal,Economy Plus,1855
55145,Female,Disloyal,72,Personal,Economy,2218
55160,Male,Disloyal,79,Personal,Economy,4344
55170,Male,Loyal,15,Personal,Economy Plus,2432
55173,Female,Disloyal,31,Personal,Business,675
55182,Male,Loyal,43,Personal,Business,2641
55189,Male,Disloyal,30,Personal,Economy,296
55190,Female,Loyal,53,Business,Business,1869
55197,Male,Loyal,12,Personal,Economy,1457
55203,Female,Loyal,73,Personal,Economy,1024
55207,Female,Loyal,64,Personal,Economy Plus,1934
55209,Female,Loyal,56,Business,Economy Plus,4825
55214,Female,Loyal,15,Personal,Business,3692
55225,Female,Loyal,70,Personal,Economy,4739
55229,Female,Disloyal,23,Personal,Economy,2166
55233,Female,Loyal,37,Personal,Economy,2873
55240,Male,Loyal,29,Personal,Economy Plus,3421
55250,Male,Loyal,49,Personal,Economy Plus,4438
55251,Female,Disloyal,58,Personal,Business,2351
55255,Female,Disloyal,22,Personal,Economy,4753
55263,Male,Loyal,72,Business,Economy Plus,2235
55264,Male,Loyal,37,Personal,Economy,1970
55267,Male,Loyal,48,Personal,Economy,3172
55274,Female,Loyal,51,Personal,Economy Plus,878
55278,Male,Loyal,37,Business,Business,3746
55281,Male,Loyal,25,Personal,Economy,1692
55288,Female,Loyal,85,Personal,Economy Plus,2178
55293,Female,Disloyal,40,Personal,Economy,2163
55295,Female,Loyal,79,Personal,Economy,759
55299,Male,Loyal,81,Personal,Economy,4231
55301,Male,Loyal,54,Personal,Economy Plus,2802
55304,Female,Disloyal,65,Personal,Economy Plus,2378
55307,Female,Disloyal,40,Personal,Economy Plus,1997
55308,Female,Disloyal,44,Personal,Economy Plus,4863
55310,Female,Loyal,74,Personal,Economy,669
55313,Female,Loyal,64,Personal,Economy,1426
55325,Female,Loyal,75,Personal,Economy,4859
55327,Male,Loyal,79,Personal,Economy Plus,3011
55336,Male,Disloyal,21,Personal,Economy Plus,1642
55346,Male,Disloyal,76,Personal,Economy,1424
55352,Female,Loyal,9,Personal,Business,2280
55362,Male,Loyal,19,Personal,Economy Plus,3627
55368,Female,Disloyal,28,Personal,Business,2030
55372,Male,Disloyal,52,Business,Economy,1098
55373,Female,Loyal,84,Personal,Economy Plus,2627
55380,Male,Loyal,85,Personal,Economy Plus,2326
55383,Male,Loyal,77,Business,Economy Plus,1578
55394,Female,Loyal,21,Personal,Economy Plus,4356
55404,Female,Loyal,49,Personal,Economy,954
55414,Female,Loyal,42,Business,Economy,2492
55422,Male,Loyal,61,Personal,Economy,4786
55425,Male,Loyal,36,Personal,Economy Plus,703
55427,Female,Disloyal,15,Personal,Economy Plus,581
55432,Female,Loyal,16,Personal,Economy Plus,314
55435,Female,Disloyal,59,Personal,Economy,4047
55436,Female,Loyal,37,Personal,Economy,4184
55442,Male,Loyal,36,Business,Economy Plus,4693
55453,Male,Loyal,47,Business,Economy,2817
55461,Male,Loyal,25,Personal,Economy,4824
55468,Female,Disloyal,78,Personal,Business,3015
55476,Female,Disloyal,69,Personal,Economy,673
55477,Female,Loyal,68,Personal,Economy,274
55478,Male,Loyal,60,Personal,Economy,1002
55479,Female,Disloyal,45,Personal,Economy,4062
55480,Female,Loyal,72,Personal,Economy,1457
55481,Female,Loyal,34,Personal,Economy,2686
55497,Female,Loyal,19,Personal,Economy,78
55501,Male,Loyal,23,Personal,Business,4867
55539,Male,Loyal,59,Business,Economy Plus,859
55543,Female,Disloyal,83,Business,Economy Plus,2226
55545,Male,Disloyal,51,Business,Economy,2520
55547,Female,Loyal,80,Personal,Economy Plus,2549
55554,Male,Loyal,82,Personal,Economy,1238
55559,Male,Loyal,84,Personal,Economy,3990
55563,Female,Disloyal,64,Business,Business,3018
55564,Female,Disloyal,44,Business,Economy,3209
55566,Male,Loyal,79,Personal,Business,812
55570,Male,Loyal,49,Business,Business,2722
55572,Female,Loyal,16,Personal,Economy,3861
55573,Female,Loyal,54,Personal,Economy,4973
55574,Male,Loyal,80,Business,Economy,3158
55582,Female,Loyal,84,Personal,Economy,4137
55583,Male,Loyal,15,Personal,Economy,109
55586,Female,Loyal,41,Personal,Economy,3109
55590,Male,Disloyal,67,Business,Economy Plus,701
55594,Male,Loyal,35,Personal,Economy,3018
55597,Female,Loyal,24,Personal,Economy,1585
55599,Male,Disloyal,27,Personal,Economy,990
55609,Female,Loyal,26,Personal,Economy,4702
55611,Female,Loyal,85,Business,Economy,51
55612,Female,Disloyal,9,Business,Economy,3934
55615,Male,Loyal,10,Business,Economy,2284
55620,Female,Disloyal,10,Business,Business,4815
55621,Male,Loyal,19,Personal,Business,2587
55622,Male,Loyal,28,Personal,Economy,1798
55624,Female,Loyal,48,Business,Economy,1574
55628,Male,Loyal,63,Business,Economy Plus,3275
55633,Male,Disloyal,56,Personal,Business,3830
55644,Female,Loyal,83,Personal,Business,4011
55652,Female,Loyal,35,Personal,Economy,2391
55653,Male,Loyal,80,Personal,Economy Plus,1230
55654,Male,Loyal,10,Personal,Business,4730
55657,Female,Loyal,16,Personal,Business,557
55669,Male,Disloyal,18,Business,Economy Plus,3368
55673,Male,Loyal,80,Personal,Economy,2710
55674,Female,Loyal,31,Business,Economy,3454
55679,Female,Loyal,10,Personal,Economy,386
55680,Male,Loyal,21,Business,Business,910
55683,Female,Loyal,73,Personal,Economy,3418
55696,Female,Loyal,46,Business,Economy,99
55711,Female,Loyal,25,Personal,Economy Plus,2734
55716,Female,Loyal,18,Personal,Economy,2200
55721,Male,Loyal,16,Personal,Business,4321
55725,Female,Loyal,58,Personal,Economy Plus,948
55729,Male,Loyal,73,Personal,Economy Plus,3927
55733,Male,Disloyal,37,Personal,Economy,4660
55734,Male,Loyal,35,Personal,Economy Plus,4972
55736,Male,Loyal,79,Business,Economy,4168
55757,Male,Loyal,73,Personal,Economy,796
55766,Female,Disloyal,54,Business,Economy,736
55775,Male,Loyal,29,Personal,Economy,4161
55776,Female,Loyal,34,Personal,Economy,2426
55777,Male,Loyal,21,Personal,Economy Plus,2807
55778,Female,Loyal,64,Personal,Economy,2465
55798,Male,Loyal,19,Personal,Economy Plus,3810
55804,Male,Loyal,82,Personal,Business,1840
55822,Female,Loyal,36,Business,Economy Plus,2486
55823,Male,Disloyal,29,Personal,Business,321
55828,Female,Loyal,80,Business,Economy Plus,1801
55836,Female,Loyal,37,Personal,Economy,4656
55838,Female,Loyal,79,Personal,Economy,4975
55853,Female,Loyal,67,Personal,Business,3015
55854,Male,Loyal,53,Personal,Economy,1970
55863,Male,Loyal,25,Business,Economy,4784
55872,Male,Loyal,82,Business,Economy,1824
55876,Male,Loyal,77,Business,Economy,1937
55879,Female,Loyal,76,Business,Economy,625
55880,Female,Loyal,69,Personal,Economy Plus,2480
55884,Female,Disloyal,49,Business,Economy,3822
55890,Male,Disloyal,58,Personal,Economy,1026
55891,Female,Disloyal,15,Personal,Economy Plus,4760
55892,Female,Loyal,67,Personal,Economy Plus,2832
55895,Female,Loyal,29,Personal,Economy,3598
55908,Female,Loyal,68,Business,Business,872
55920,Male,Loyal,30,Personal,Economy Plus,313
55928,Female,Loyal,27,Business,Economy Plus,2934
55930,Female,Loyal,45,Personal,Economy Plus,1499
55934,Female,Disloyal,23,Personal,Economy,3629
55943,Female,Loyal,69,Personal,Economy,1311
55953,Male,Loyal,31,Personal,Economy,3201
55956,Male,Loyal,84,Business,Economy,2043
55958,Male,Loyal,8,Business,Economy,1657
55962,Female,Loyal,54,Business,Economy,237
55963,Female,Loyal,45,Personal,Economy,4156
55965,Male,Disloyal,38,Business,Economy Plus,2292
55966,Male,Loyal,75,Personal,Economy,2555
55967,Female,Loyal,48,Business,Economy,2149
55971,Female,Loyal,27,Personal,Economy Plus,713
55973,Male,Loyal,81,Personal,Business,4219
55974,Male,Loyal,27,Personal,Economy,640
55975,Male,Loyal,45,Personal,Economy,2991
55977,Male,Loyal,53,Personal,Economy,128
55992,Female,Loyal,43,Business,Economy,3451
55994,Male,Loyal,25,Business,Business,2058
55995,Female,Loyal,18,Personal,Economy,3042
55996,Male,Loyal,43,Business,Economy,3127
55999,Female,Loyal,76,Personal,Business,483
56000,Female,Loyal,78,Business,Business,2163
56014,Female,Disloyal,42,Personal,Economy,299
56020,Male,Loyal,20,Business,Economy,4612
56024,Male,Loyal,8,Personal,Business,995
56025,Male,Loyal,78,Personal,Business,2195
56026,Female,Disloyal,56,Personal,Economy,885
56036,Male,Loyal,28,Business,Economy Plus,3875
56039,Female,Disloyal,15,Business,Business,2032
56042,Male,Loyal,51,Business,Economy,2357
56043,Female,Loyal,84,Personal,Economy Plus,1384
56045,Male,Loyal,29,Personal,Economy Plus,2897
56047,Male,Loyal,47,Personal,Economy,4488
56053,Female,Disloyal,57,Personal,Economy Plus,1911
56055,Female,Loyal,38,Business,Economy,4710
56058,Male,Loyal,81,Personal,Economy,1476
56067,Male,Loyal,23,Personal,Economy,542
56077,Female,Loyal,9,Personal,Economy Plus,4462
56078,Male,Loyal,23,Business,Economy Plus,176
56082,Male,Loyal,23,Personal,Economy Plus,1080
56083,Male,Loyal,60,Personal,Business,3127
56084,Female,Loyal,37,Personal,Economy,3222
56085,Male,Loyal,70,Personal,Economy,313
56096,Female,Disloyal,75,Business,Economy,3352
56098,Female,Loyal,18,Personal,Economy,2923
56100,Male,Loyal,53,Personal,Economy,618
56110,Male,Loyal,45,Personal,Economy,1895
56116,Female,Loyal,40,Personal,Business,3775
56123,Female,Disloyal,56,Business,Economy,3722
56124,Male,Loyal,69,Business,Economy,3666
56126,Female,Loyal,51,Personal,Economy,4803
56128,Female,Loyal,55,Personal,Economy Plus,3518
56131,Male,Disloyal,9,Personal,Economy Plus,4194
56133,Male,Loyal,68,Personal,Economy,866
56136,Female,Loyal,36,Personal,Economy Plus,1181
56139,Female,Disloyal,40,Personal,Economy Plus,2238
56149,Female,Loyal,22,Personal,Business,4853
